GEOID10,Sector,date,emissions
79498,industrial,2015-05-02,31.43672208909985
79498,industrial,2015-05-03,28.512762460393443
79498,industrial,2015-05-04,39.341194929378574
79498,industrial,2015-05-05,42.578075375786575
79498,industrial,2015-05-06,42.578075375786575
79498,industrial,2015-05-07,42.578075375786575
79498,industrial,2015-05-08,41.391079734397024
79498,industrial,2015-05-09,31.43672208909985
79498,industrial,2015-05-10,28.512762460393443
79498,industrial,2015-05-11,39.341194929378574
79498,industrial,2015-05-12,42.578075375786575
79498,industrial,2015-05-13,42.578075375786575
79498,industrial,2015-05-14,42.578075375786575
79498,industrial,2015-05-15,41.391079734397024
79498,industrial,2015-05-16,31.43672208909985
79498,industrial,2015-05-17,28.512762460393443
79498,industrial,2015-05-18,39.341194929378574
79498,industrial,2015-05-19,42.578075375786575
79498,industrial,2015-05-20,42.578075375786575
79498,industrial,2015-05-21,42.578075375786575
79498,industrial,2015-05-22,41.391079734397024
79498,industrial,2015-05-23,32.49850904527609
79498,industrial,2015-05-24,29.89852997695624
79498,industrial,2015-05-25,41.60242558939429
79498,industrial,2015-05-26,45.10290114371807
79498,industrial,2015-05-27,45.10290114371807
79498,industrial,2015-05-28,45.10290114371807
79498,industrial,2015-05-29,43.821695091679324
79498,industrial,2015-05-30,33.05591620222269
79498,industrial,2015-05-31,29.89852997695624
79498,industrial,2015-06-01,41.60242558939429
79498,industrial,2015-06-02,45.10290114371807
79498,industrial,2015-06-03,45.10290114371807
79498,industrial,2015-06-04,45.10290114371807
79498,industrial,2015-06-05,43.821695091679324
79498,industrial,2015-06-06,33.05591620222269
79498,industrial,2015-06-07,29.89852997695624
79498,industrial,2015-06-08,41.60242558939429
79498,industrial,2015-06-09,45.10290114371807
79498,industrial,2015-06-10,45.10290114371807
79498,industrial,2015-06-11,45.10290114371807
79498,industrial,2015-06-12,43.821695091679324
79498,industrial,2015-06-13,33.05591620222269
79498,industrial,2015-06-14,29.89852997695624
79498,industrial,2015-06-15,41.60242558939429
79498,industrial,2015-06-16,45.10290114371807
79498,industrial,2015-06-17,45.10290114371807
79498,industrial,2015-06-18,45.10290114371807
79498,industrial,2015-06-19,43.821695091679324
79498,industrial,2015-06-20,33.05591620222269
79498,industrial,2015-06-21,29.89852997695624
79498,industrial,2015-06-22,43.785619764021575
79498,industrial,2015-06-23,47.92377157258136
79498,industrial,2015-06-24,47.92377157258136
79498,industrial,2015-06-25,47.92377157258136
79498,industrial,2015-06-26,46.4857209022685
79498,industrial,2015-06-27,34.45710375412748
79498,industrial,2015-06-28,30.938956180657105
79498,industrial,2015-06-29,44.01535278427689
79498,industrial,2015-06-30,47.92377157258136
79498,industrial,2015-07-01,47.92377157258136
79498,industrial,2015-07-02,47.92377157258136
79498,industrial,2015-07-03,46.4857209022685
79498,industrial,2015-07-04,34.45710375412748
79498,industrial,2015-07-05,30.938956180657105
79498,industrial,2015-07-06,44.01535278427689
79498,industrial,2015-07-07,47.92377157258136
79498,industrial,2015-07-08,47.92377157258136
79498,industrial,2015-07-09,47.92377157258136
79498,industrial,2015-07-10,46.4857209022685
79498,industrial,2015-07-11,34.45710375412748
79498,industrial,2015-07-12,30.938956180657105
79498,industrial,2015-07-13,44.01535278427689
79498,industrial,2015-07-14,47.92377157258136
79498,industrial,2015-07-15,47.92377157258136
79498,industrial,2015-07-16,47.92377157258136
79498,industrial,2015-07-17,46.4857209022685
79498,industrial,2015-07-18,34.45710375412748
79498,industrial,2015-07-19,30.938956180657105
79498,industrial,2015-07-20,44.01535278427689
79498,industrial,2015-07-21,47.92377157258136
79498,industrial,2015-07-22,47.92377157258136
79498,industrial,2015-07-23,48.654215030641204
79498,industrial,2015-07-24,47.3951494502016
79498,industrial,2015-07-25,35.012302514052784
79498,industrial,2015-07-26,31.388114754076177
79498,industrial,2015-07-27,44.848144466863545
79498,industrial,2015-07-28,48.87438317344664
79498,industrial,2015-07-29,48.87438317344664
79498,industrial,2015-07-30,48.87438317344664
79498,industrial,2015-07-31,47.3951494502016
79498,industrial,2015-08-01,35.012302514052784
79498,industrial,2015-08-02,31.388114754076177
79498,industrial,2015-08-03,44.848144466863545
79498,industrial,2015-08-04,48.87438317344664
79498,industrial,2015-08-05,48.87438317344664
79498,industrial,2015-08-06,48.87438317344664
79498,industrial,2015-08-07,47.3951494502016
79498,industrial,2015-08-08,35.012302514052784
79498,industrial,2015-08-09,31.388114754076177
79498,industrial,2015-08-10,44.848144466863545
79498,industrial,2015-08-11,48.87438317344664
79498,industrial,2015-08-12,48.87438317344664
79498,industrial,2015-08-13,48.87438317344664
79498,industrial,2015-08-14,47.3951494502016
79498,industrial,2015-08-15,35.012302514052784
79498,industrial,2015-08-16,31.388114754076177
79498,industrial,2015-08-17,44.848144466863545
79498,industrial,2015-08-18,48.87438317344664
79498,industrial,2015-08-19,48.87438317344664
79498,industrial,2015-08-20,48.87438317344664
79498,industrial,2015-08-21,47.3951494502016
79498,industrial,2015-08-22,35.012302514052784
79498,industrial,2015-08-23,33.74731074540752
79498,industrial,2015-08-24,49.89202317542518
79498,industrial,2015-08-25,54.50070399583126
79498,industrial,2015-08-26,54.50070399583126
79498,industrial,2015-08-27,54.50070399583126
79498,industrial,2015-08-28,52.80272435037709
79498,industrial,2015-08-29,38.61665505897001
79498,industrial,2015-08-30,34.4725932054577
79498,industrial,2015-08-31,49.89202317542518
79498,industrial,2015-09-01,54.50070399583126
79498,industrial,2015-09-02,54.50070399583126
79498,industrial,2015-09-03,54.50070399583126
79498,industrial,2015-09-04,52.80272435037709
79498,industrial,2015-09-05,38.61665505897001
79498,industrial,2015-09-06,34.4725932054577
79498,industrial,2015-09-07,49.89202317542518
79498,industrial,2015-09-08,54.50070399583126
79498,industrial,2015-09-09,54.50070399583126
79498,industrial,2015-09-10,54.50070399583126
79498,industrial,2015-09-11,52.80272435037709
79498,industrial,2015-09-12,38.61665505897001
79498,industrial,2015-09-13,34.4725932054577
79498,industrial,2015-09-14,49.89202317542518
79498,industrial,2015-09-15,54.50070399583126
79498,industrial,2015-09-16,54.50070399583126
79498,industrial,2015-09-17,54.50070399583126
79498,industrial,2015-09-18,52.80272435037709
79498,industrial,2015-09-19,38.61665505897001
79498,industrial,2015-09-20,34.4725932054577
79498,industrial,2015-09-21,49.89202317542518
79498,industrial,2015-09-22,50.87867458879144
79498,industrial,2015-09-23,49.78448489503316
79498,industrial,2015-09-24,49.78448489503316
79498,industrial,2015-09-25,48.27502777337183
79498,industrial,2015-09-26,35.656594273400906
79498,industrial,2015-09-27,31.965392641238896
79498,industrial,2015-09-28,45.683142932146254
79498,industrial,2015-09-29,49.78448489503316
79498,industrial,2015-09-30,49.78448489503316
79498,industrial,2015-10-01,49.78448489503316
79498,industrial,2015-10-02,48.27502777337183
79498,industrial,2015-10-03,35.656594273400906
79498,industrial,2015-10-04,31.965392641238896
79498,industrial,2015-10-05,45.683142932146254
79498,industrial,2015-10-06,49.78448489503316
79498,industrial,2015-10-07,49.78448489503316
79498,industrial,2015-10-08,49.78448489503316
79498,industrial,2015-10-09,48.27502777337183
79498,industrial,2015-10-10,35.656594273400906
79498,industrial,2015-10-11,31.965392641238896
79498,industrial,2015-10-12,45.683142932146254
79498,industrial,2015-10-13,49.78448489503316
79498,industrial,2015-10-14,49.78448489503316
79498,industrial,2015-10-15,49.78448489503316
79498,industrial,2015-10-16,48.27502777337183
79498,industrial,2015-10-17,35.656594273400906
79498,industrial,2015-10-18,31.965392641238896
79498,industrial,2015-10-19,45.683142932146254
79498,industrial,2015-10-20,49.78448489503316
79498,industrial,2015-10-21,49.78448489503316
79498,industrial,2015-10-22,49.78448489503316
79498,industrial,2015-10-23,50.23145928631054
79498,industrial,2015-10-24,37.43558883443675
79498,industrial,2015-10-25,33.512408655516
79498,industrial,2015-10-26,48.099064700475175
79498,industrial,2015-10-27,52.45958336290989
79498,industrial,2015-10-28,52.45958336290989
79498,industrial,2015-10-29,52.45958336290989
79498,industrial,2015-10-30,50.85659061857811
79498,industrial,2015-10-31,37.43558883443675
79498,industrial,2015-11-01,33.512408655516
79498,industrial,2015-11-02,48.099064700475175
79498,industrial,2015-11-03,52.45958336290989
79498,industrial,2015-11-04,52.45958336290989
79498,industrial,2015-11-05,52.45958336290989
79498,industrial,2015-11-06,50.85659061857811
79498,industrial,2015-11-07,37.43558883443675
79498,industrial,2015-11-08,33.512408655516
79498,industrial,2015-11-09,48.099064700475175
79498,industrial,2015-11-10,52.45958336290989
79498,industrial,2015-11-11,52.45958336290989
79498,industrial,2015-11-12,52.45958336290989
79498,industrial,2015-11-13,50.85659061857811
79498,industrial,2015-11-14,37.43558883443675
79498,industrial,2015-11-15,33.512408655516
79498,industrial,2015-11-16,48.099064700475175
79498,industrial,2015-11-17,52.45958336290989
79498,industrial,2015-11-18,52.45958336290989
79498,industrial,2015-11-19,52.45958336290989
79498,industrial,2015-11-20,50.85659061857811
79498,industrial,2015-11-21,37.43558883443675
79498,industrial,2015-11-22,32.59494722485035
79498,industrial,2015-11-23,46.30313586695848
79498,industrial,2015-11-24,50.48695855280671
79498,industrial,2015-11-25,50.48695855280671
79498,industrial,2015-11-26,50.48695855280671
79498,industrial,2015-11-27,48.9495316308591
79498,industrial,2015-11-28,36.07485950340092
79498,industrial,2015-11-29,32.30925200346814
79498,industrial,2015-11-30,46.30313586695848
79498,industrial,2015-12-01,50.48695855280671
79498,industrial,2015-12-02,50.48695855280671
79498,industrial,2015-12-03,50.48695855280671
79498,industrial,2015-12-04,48.9495316308591
79498,industrial,2015-12-05,36.07485950340092
79498,industrial,2015-12-06,32.30925200346814
79498,industrial,2015-12-07,46.30313586695848
79498,industrial,2015-12-08,50.48695855280671
79498,industrial,2015-12-09,50.48695855280671
79498,industrial,2015-12-10,50.48695855280671
79498,industrial,2015-12-11,48.9495316308591
79498,industrial,2015-12-12,36.07485950340092
79498,industrial,2015-12-13,32.30925200346814
79498,industrial,2015-12-14,46.30313586695848
79498,industrial,2015-12-15,50.48695855280671
79498,industrial,2015-12-16,50.48695855280671
79498,industrial,2015-12-17,50.48695855280671
79498,industrial,2015-12-18,48.9495316308591
79498,industrial,2015-12-19,36.07485950340092
79498,industrial,2015-12-20,32.30925200346814
79498,industrial,2015-12-21,46.30313586695848
79498,industrial,2015-12-22,50.48695855280671
79498,industrial,2015-12-23,50.679176267229536
79498,industrial,2015-12-24,50.687264037022594
79498,industrial,2015-12-25,49.14312313611902
79498,industrial,2015-12-26,36.18825455601034
79498,industrial,2015-12-27,32.40130083252996
79498,industrial,2015-12-28,46.479160284216825
79498,industrial,2015-12-29,50.687264037022594
79498,industrial,2015-12-30,50.687264037022594
79498,industrial,2015-12-31,50.687264037022594
79498,nonroad,2015-01-01,19.3457871258943
79498,nonroad,2015-01-02,19.775618501385146
79498,nonroad,2015-01-03,19.775618501385146
79498,nonroad,2015-01-04,19.775618501385146
79498,nonroad,2015-01-05,19.775618501385146
79498,nonroad,2015-01-06,19.775618501385146
79498,nonroad,2015-01-07,19.775618501385146
79498,nonroad,2015-01-08,19.775618501385146
79498,nonroad,2015-01-09,19.775618501385146
79498,nonroad,2015-01-10,19.775618501385146
79498,nonroad,2015-01-11,19.775618501385146
79498,nonroad,2015-01-12,19.775618501385146
79498,nonroad,2015-01-13,19.775618501385146
79498,nonroad,2015-01-14,19.775618501385146
79498,nonroad,2015-01-15,19.775618501385146
79498,nonroad,2015-01-16,19.775618501385146
79498,nonroad,2015-01-17,19.775618501385146
79498,nonroad,2015-01-18,19.775618501385146
79498,nonroad,2015-01-19,19.775618501385146
79498,nonroad,2015-01-20,19.775618501385146
79498,nonroad,2015-01-21,19.775618501385146
79498,nonroad,2015-01-22,19.775618501385146
79498,nonroad,2015-01-23,19.775618501385146
79498,nonroad,2015-01-24,19.775618501385146
79498,nonroad,2015-01-25,19.775618501385146
79498,nonroad,2015-01-26,19.775618501385146
79498,nonroad,2015-01-27,21.848381407730965
79498,nonroad,2015-01-28,21.8944347693907
79498,nonroad,2015-01-29,21.8944347693907
79498,nonroad,2015-01-30,21.8944347693907
79498,nonroad,2015-01-31,21.8944347693907
79498,nonroad,2015-02-01,21.8944347693907
79498,nonroad,2015-02-02,21.8944347693907
79498,nonroad,2015-02-03,21.8944347693907
79498,nonroad,2015-02-04,21.8944347693907
79498,nonroad,2015-02-05,21.8944347693907
79498,nonroad,2015-02-06,21.8944347693907
79498,nonroad,2015-02-07,21.8944347693907
79498,nonroad,2015-02-08,21.8944347693907
79498,nonroad,2015-02-09,21.8944347693907
79498,nonroad,2015-02-10,21.8944347693907
79498,nonroad,2015-02-11,21.8944347693907
79498,nonroad,2015-02-12,21.8944347693907
79498,nonroad,2015-02-13,21.8944347693907
79498,nonroad,2015-02-14,21.8944347693907
79498,nonroad,2015-02-15,21.8944347693907
79498,nonroad,2015-02-16,21.8944347693907
79498,nonroad,2015-02-17,21.8944347693907
79498,nonroad,2015-02-18,21.8944347693907
79498,nonroad,2015-02-19,21.8944347693907
79498,nonroad,2015-02-20,21.8944347693907
79498,nonroad,2015-02-21,21.8944347693907
79498,nonroad,2015-02-22,21.8944347693907
79498,nonroad,2015-02-23,21.8944347693907
79498,nonroad,2015-02-24,25.892099325191694
79498,nonroad,2015-02-25,25.980540349016827
79498,nonroad,2015-02-26,25.980540349016827
79498,nonroad,2015-02-27,25.980540349016827
79498,nonroad,2015-02-28,25.980540349016827
79498,nonroad,2015-03-01,25.980540349016827
79498,nonroad,2015-03-02,25.980540349016827
79498,nonroad,2015-03-03,25.980540349016827
79498,nonroad,2015-03-04,25.980540349016827
79498,nonroad,2015-03-05,25.980540349016827
79498,nonroad,2015-03-06,25.980540349016827
79498,nonroad,2015-03-07,25.980540349016827
79498,nonroad,2015-03-08,25.980540349016827
79498,nonroad,2015-03-09,25.980540349016827
79498,nonroad,2015-03-10,25.980540349016827
79498,nonroad,2015-03-11,25.980540349016827
79498,nonroad,2015-03-12,25.980540349016827
79498,nonroad,2015-03-13,25.980540349016827
79498,nonroad,2015-03-14,25.980540349016827
79498,nonroad,2015-03-15,25.980540349016827
79498,nonroad,2015-03-16,25.980540349016827
79498,nonroad,2015-03-17,25.980540349016827
79498,nonroad,2015-03-18,25.980540349016827
79498,nonroad,2015-03-19,25.980540349016827
79498,nonroad,2015-03-20,25.980540349016827
79498,nonroad,2015-03-21,25.980540349016827
79498,nonroad,2015-03-22,25.980540349016827
79498,nonroad,2015-03-23,25.980540349016827
79498,nonroad,2015-03-24,25.980540349016827
79498,nonroad,2015-03-25,25.980540349016827
79498,nonroad,2015-03-26,25.980540349016827
79498,nonroad,2015-03-27,26.82774750195153
79498,nonroad,2015-03-28,26.84655836065072
79498,nonroad,2015-03-29,26.84655836065072
79498,nonroad,2015-03-30,26.84655836065072
79498,nonroad,2015-03-31,26.84655836065072
79498,nonroad,2015-04-01,26.84655836065072
79498,nonroad,2015-04-02,26.84655836065072
79498,nonroad,2015-04-03,26.84655836065072
79498,nonroad,2015-04-04,26.84655836065072
79498,nonroad,2015-04-05,26.84655836065072
79498,nonroad,2015-04-06,26.84655836065072
79498,nonroad,2015-04-07,26.84655836065072
79498,nonroad,2015-04-08,26.84655836065072
79498,nonroad,2015-04-09,26.84655836065072
79498,nonroad,2015-04-10,26.84655836065072
79498,nonroad,2015-04-11,26.84655836065072
79498,nonroad,2015-04-12,26.84655836065072
79498,nonroad,2015-04-13,26.84655836065072
79498,nonroad,2015-04-14,26.84655836065072
79498,nonroad,2015-04-15,26.84655836065072
79498,nonroad,2015-04-16,26.84655836065072
79498,nonroad,2015-04-17,26.84655836065072
79498,nonroad,2015-04-18,26.84655836065072
79498,nonroad,2015-04-19,26.84655836065072
79498,nonroad,2015-04-20,26.84655836065072
79498,nonroad,2015-04-21,26.84655836065072
79498,nonroad,2015-04-22,26.84655836065072
79498,nonroad,2015-04-23,26.84655836065072
79498,nonroad,2015-04-24,26.84655836065072
79498,nonroad,2015-04-25,26.84655836065072
79498,nonroad,2015-04-26,25.99935120771602
79498,nonroad,2015-04-27,25.980540349016827
79498,nonroad,2015-04-28,25.980540349016827
79498,nonroad,2015-04-29,25.980540349016827
79498,nonroad,2015-04-30,25.980540349016827
79498,nonroad,2015-05-01,25.980540349016827
79498,nonroad,2015-05-02,25.980540349016827
79498,nonroad,2015-05-03,25.980540349016827
79498,nonroad,2015-05-04,25.980540349016827
79498,nonroad,2015-05-05,25.980540349016827
79498,nonroad,2015-05-06,25.980540349016827
79498,nonroad,2015-05-07,25.980540349016827
79498,nonroad,2015-05-08,25.980540349016827
79498,nonroad,2015-05-09,25.980540349016827
79498,nonroad,2015-05-10,25.980540349016827
79498,nonroad,2015-05-11,25.980540349016827
79498,nonroad,2015-05-12,25.980540349016827
79498,nonroad,2015-05-13,25.980540349016827
79498,nonroad,2015-05-14,25.980540349016827
79498,nonroad,2015-05-15,25.980540349016827
79498,nonroad,2015-05-16,25.980540349016827
79498,nonroad,2015-05-17,25.980540349016827
79498,nonroad,2015-05-18,25.980540349016827
79498,nonroad,2015-05-19,25.980540349016827
79498,nonroad,2015-05-20,25.980540349016827
79498,nonroad,2015-05-21,25.980540349016827
79498,nonroad,2015-05-22,25.980540349016827
79498,nonroad,2015-05-23,25.980540349016827
79498,nonroad,2015-05-24,25.980540349016827
79498,nonroad,2015-05-25,25.980540349016827
79498,nonroad,2015-05-26,25.980540349016827
79498,nonroad,2015-05-27,33.300583905699355
79498,nonroad,2015-05-28,33.462855442249065
79498,nonroad,2015-05-29,33.462855442249065
79498,nonroad,2015-05-30,33.462855442249065
79498,nonroad,2015-05-31,33.462855442249065
79498,nonroad,2015-06-01,33.462855442249065
79498,nonroad,2015-06-02,33.462855442249065
79498,nonroad,2015-06-03,33.462855442249065
79498,nonroad,2015-06-04,33.462855442249065
79498,nonroad,2015-06-05,33.462855442249065
79498,nonroad,2015-06-06,33.462855442249065
79498,nonroad,2015-06-07,33.462855442249065
79498,nonroad,2015-06-08,33.462855442249065
79498,nonroad,2015-06-09,33.462855442249065
79498,nonroad,2015-06-10,33.462855442249065
79498,nonroad,2015-06-11,33.462855442249065
79498,nonroad,2015-06-12,33.462855442249065
79498,nonroad,2015-06-13,33.462855442249065
79498,nonroad,2015-06-14,33.462855442249065
79498,nonroad,2015-06-15,33.462855442249065
79498,nonroad,2015-06-16,33.462855442249065
79498,nonroad,2015-06-17,33.462855442249065
79498,nonroad,2015-06-18,33.462855442249065
79498,nonroad,2015-06-19,33.462855442249065
79498,nonroad,2015-06-20,33.462855442249065
79498,nonroad,2015-06-21,33.462855442249065
79498,nonroad,2015-06-22,33.462855442249065
79498,nonroad,2015-06-23,33.462855442249065
79498,nonroad,2015-06-24,33.462855442249065
79498,nonroad,2015-06-25,33.462855442249065
79498,nonroad,2015-06-26,32.40684711499991
79498,nonroad,2015-06-27,32.383408492499086
79498,nonroad,2015-06-28,32.383408492499086
79498,nonroad,2015-06-29,32.383408492499086
79498,nonroad,2015-06-30,32.383408492499086
79498,nonroad,2015-07-01,32.383408492499086
79498,nonroad,2015-07-02,32.383408492499086
79498,nonroad,2015-07-03,32.383408492499086
79498,nonroad,2015-07-04,32.383408492499086
79498,nonroad,2015-07-05,32.383408492499086
79498,nonroad,2015-07-06,32.383408492499086
79498,nonroad,2015-07-07,32.383408492499086
79498,nonroad,2015-07-08,32.383408492499086
79498,nonroad,2015-07-09,32.383408492499086
79498,nonroad,2015-07-10,32.383408492499086
79498,nonroad,2015-07-11,32.383408492499086
79498,nonroad,2015-07-12,32.383408492499086
79498,nonroad,2015-07-13,32.383408492499086
79498,nonroad,2015-07-14,32.383408492499086
79498,nonroad,2015-07-15,32.383408492499086
79498,nonroad,2015-07-16,32.383408492499086
79498,nonroad,2015-07-17,32.383408492499086
79498,nonroad,2015-07-18,32.383408492499086
79498,nonroad,2015-07-19,32.383408492499086
79498,nonroad,2015-07-20,32.383408492499086
79498,nonroad,2015-07-21,32.383408492499086
79498,nonroad,2015-07-22,32.383408492499086
79498,nonroad,2015-07-23,32.383408492499086
79498,nonroad,2015-07-24,32.383408492499086
79498,nonroad,2015-07-25,32.383408492499086
79498,nonroad,2015-07-26,32.383408492499086
79498,nonroad,2015-07-27,32.383408492499086
79498,nonroad,2015-07-28,32.383408492499086
79498,nonroad,2015-07-29,32.383408492499086
79498,nonroad,2015-07-30,32.383408492499086
79498,nonroad,2015-07-31,32.383408492499086
79498,nonroad,2015-08-01,32.383408492499086
79498,nonroad,2015-08-02,32.383408492499086
79498,nonroad,2015-08-03,32.383408492499086
79498,nonroad,2015-08-04,32.383408492499086
79498,nonroad,2015-08-05,32.383408492499086
79498,nonroad,2015-08-06,32.383408492499086
79498,nonroad,2015-08-07,32.383408492499086
79498,nonroad,2015-08-08,32.383408492499086
79498,nonroad,2015-08-09,32.383408492499086
79498,nonroad,2015-08-10,32.383408492499086
79498,nonroad,2015-08-11,32.383408492499086
79498,nonroad,2015-08-12,32.383408492499086
79498,nonroad,2015-08-13,32.383408492499086
79498,nonroad,2015-08-14,32.383408492499086
79498,nonroad,2015-08-15,32.383408492499086
79498,nonroad,2015-08-16,32.383408492499086
79498,nonroad,2015-08-17,32.383408492499086
79498,nonroad,2015-08-18,32.383408492499086
79498,nonroad,2015-08-19,32.383408492499086
79498,nonroad,2015-08-20,32.383408492499086
79498,nonroad,2015-08-21,32.383408492499086
79498,nonroad,2015-08-22,32.383408492499086
79498,nonroad,2015-08-23,32.383408492499086
79498,nonroad,2015-08-24,32.383408492499086
79498,nonroad,2015-08-25,32.383408492499086
79498,nonroad,2015-08-26,32.383408492499086
79498,nonroad,2015-08-27,26.965455449352692
79498,nonroad,2015-08-28,26.845433394002985
79498,nonroad,2015-08-29,26.845433394002985
79498,nonroad,2015-08-30,26.845433394002985
79498,nonroad,2015-08-31,26.845433394002985
79498,nonroad,2015-09-01,26.845433394002985
79498,nonroad,2015-09-02,26.845433394002985
79498,nonroad,2015-09-03,26.845433394002985
79498,nonroad,2015-09-04,26.845433394002985
79498,nonroad,2015-09-05,26.845433394002985
79498,nonroad,2015-09-06,26.845433394002985
79498,nonroad,2015-09-07,26.845433394002985
79498,nonroad,2015-09-08,26.845433394002985
79498,nonroad,2015-09-09,26.845433394002985
79498,nonroad,2015-09-10,26.845433394002985
79498,nonroad,2015-09-11,26.845433394002985
79498,nonroad,2015-09-12,26.845433394002985
79498,nonroad,2015-09-13,26.845433394002985
79498,nonroad,2015-09-14,26.845433394002985
79498,nonroad,2015-09-15,26.845433394002985
79498,nonroad,2015-09-16,26.845433394002985
79498,nonroad,2015-09-17,26.845433394002985
79498,nonroad,2015-09-18,26.845433394002985
79498,nonroad,2015-09-19,26.845433394002985
79498,nonroad,2015-09-20,26.845433394002985
79498,nonroad,2015-09-21,26.845433394002985
79498,nonroad,2015-09-22,26.845433394002985
79498,nonroad,2015-09-23,26.845433394002985
79498,nonroad,2015-09-24,26.845433394002985
79498,nonroad,2015-09-25,26.845433394002985
79498,nonroad,2015-09-26,25.998262530315014
79498,nonroad,2015-09-27,25.97945167161582
79498,nonroad,2015-09-28,25.97945167161582
79498,nonroad,2015-09-29,25.97945167161582
79498,nonroad,2015-09-30,25.97945167161582
79498,nonroad,2015-10-01,25.97945167161582
79498,nonroad,2015-10-02,25.97945167161582
79498,nonroad,2015-10-03,25.97945167161582
79498,nonroad,2015-10-04,25.97945167161582
79498,nonroad,2015-10-05,25.97945167161582
79498,nonroad,2015-10-06,25.97945167161582
79498,nonroad,2015-10-07,25.97945167161582
79498,nonroad,2015-10-08,25.97945167161582
79498,nonroad,2015-10-09,25.97945167161582
79498,nonroad,2015-10-10,25.97945167161582
79498,nonroad,2015-10-11,25.97945167161582
79498,nonroad,2015-10-12,25.97945167161582
79498,nonroad,2015-10-13,25.97945167161582
79498,nonroad,2015-10-14,25.97945167161582
79498,nonroad,2015-10-15,25.97945167161582
79498,nonroad,2015-10-16,25.97945167161582
79498,nonroad,2015-10-17,25.97945167161582
79498,nonroad,2015-10-18,25.97945167161582
79498,nonroad,2015-10-19,25.97945167161582
79498,nonroad,2015-10-20,25.97945167161582
79498,nonroad,2015-10-21,25.97945167161582
79498,nonroad,2015-10-22,25.97945167161582
79498,nonroad,2015-10-23,25.97945167161582
79498,nonroad,2015-10-24,25.97945167161582
79498,nonroad,2015-10-25,25.97945167161582
79498,nonroad,2015-10-26,25.97945167161582
79498,nonroad,2015-10-27,26.8266225353038
79498,nonroad,2015-10-28,26.845433394002985
79498,nonroad,2015-10-29,26.845433394002985
79498,nonroad,2015-10-30,26.845433394002985
79498,nonroad,2015-10-31,26.845433394002985
79498,nonroad,2015-11-01,26.845433394002985
79498,nonroad,2015-11-02,26.845433394002985
79498,nonroad,2015-11-03,26.845433394002985
79498,nonroad,2015-11-04,26.845433394002985
79498,nonroad,2015-11-05,26.845433394002985
79498,nonroad,2015-11-06,26.845433394002985
79498,nonroad,2015-11-07,26.845433394002985
79498,nonroad,2015-11-08,26.845433394002985
79498,nonroad,2015-11-09,26.845433394002985
79498,nonroad,2015-11-10,26.845433394002985
79498,nonroad,2015-11-11,26.845433394002985
79498,nonroad,2015-11-12,26.845433394002985
79498,nonroad,2015-11-13,26.845433394002985
79498,nonroad,2015-11-14,26.845433394002985
79498,nonroad,2015-11-15,26.845433394002985
79498,nonroad,2015-11-16,26.845433394002985
79498,nonroad,2015-11-17,26.845433394002985
79498,nonroad,2015-11-18,26.845433394002985
79498,nonroad,2015-11-19,26.845433394002985
79498,nonroad,2015-11-20,26.845433394002985
79498,nonroad,2015-11-21,26.845433394002985
79498,nonroad,2015-11-22,26.845433394002985
79498,nonroad,2015-11-23,26.845433394002985
79498,nonroad,2015-11-24,26.845433394002985
79498,nonroad,2015-11-25,26.845433394002985
79498,nonroad,2015-11-26,19.928923745569204
79498,nonroad,2015-11-27,19.775618501385146
79498,nonroad,2015-11-28,19.775618501385146
79498,nonroad,2015-11-29,19.775618501385146
79498,nonroad,2015-11-30,19.775618501385146
79498,nonroad,2015-12-01,19.775618501385146
79498,nonroad,2015-12-02,19.775618501385146
79498,nonroad,2015-12-03,19.775618501385146
79498,nonroad,2015-12-04,19.775618501385146
79498,nonroad,2015-12-05,19.775618501385146
79498,nonroad,2015-12-06,19.775618501385146
79498,nonroad,2015-12-07,19.775618501385146
79498,nonroad,2015-12-08,19.775618501385146
79498,nonroad,2015-12-09,19.775618501385146
79498,nonroad,2015-12-10,19.775618501385146
79498,nonroad,2015-12-11,19.775618501385146
79498,nonroad,2015-12-12,19.775618501385146
79498,nonroad,2015-12-13,19.775618501385146
79498,nonroad,2015-12-14,19.775618501385146
79498,nonroad,2015-12-15,19.775618501385146
79498,nonroad,2015-12-16,19.775618501385146
79498,nonroad,2015-12-17,19.775618501385146
79498,nonroad,2015-12-18,19.775618501385146
79498,nonroad,2015-12-19,19.775618501385146
79498,nonroad,2015-12-20,19.775618501385146
79498,nonroad,2015-12-21,19.775618501385146
79498,nonroad,2015-12-22,19.775618501385146
79498,nonroad,2015-12-23,19.775618501385146
79498,nonroad,2015-12-24,19.775618501385146
79498,nonroad,2015-12-25,19.775618501385146
79498,nonroad,2015-12-26,19.775618501385146
79498,nonroad,2015-12-27,19.775618501385146
79498,nonroad,2015-12-28,19.775618501385146
79498,nonroad,2015-12-29,19.775618501385146
79498,nonroad,2015-12-30,19.775618501385146
79498,nonroad,2015-12-31,19.775618501385146
79498,onroad,2015-01-01,668.1882153092473
79498,onroad,2015-01-02,714.641716434312
79498,onroad,2015-01-03,586.6239400918968
79498,onroad,2015-01-04,504.73644302123006
79498,onroad,2015-01-05,648.3038469627683
79498,onroad,2015-01-06,661.1318099511814
79498,onroad,2015-01-07,663.7879206376983
79498,onroad,2015-01-08,660.8333604135473
79498,onroad,2015-01-09,729.1560040554616
79498,onroad,2015-01-10,600.4615308527365
